Title,Brand,Screen_Size,CPU_Model,Ram,Operating_System,Rating,Series,Color,Resolution,Weight,USB,Battery,Graphics,Disk_size,Card_desc,Price
"GIGABYTE AERO 15-X9-RT5W Thin+Light Performance Laptop, 15.6 144Hz FHD IPS Display, GeForce RTX 2070, Intel Core i7-8750H, 16GB DDR4, 1TB NVMe SSD, Up to 8-hrs Battery (AERO 15-X9-RT5W)",GIGABYTE,15.6 Inches,Intel Core i7,16 GB,Windows 10 Home,3.0,AERO 15-X9-RT5W,"15.6"" | AERO 15 OLED | 2019",nan,nan,nan,nan,NVIDIA GeForce RTX 2070,1 TB,Dedicated,"$2,599.00"
"2022 ASUS TUF Dash F15 Gaming Laptop, 15.6"" FHD 144Hz, 12th Gen Intel 10-Core i7-12650H, GeForce RTX 3070, 8GB DDR5, 512GB PCIe SSD, VR Ready, Thunderbolt 4, WiFi 6, RGB, SPS HDMI 2.1 Cable, Win 11",ASUS,15.6 Inches,Core i7,8 GB,Windows 11,3.5,nan,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3070,512 GB,Dedicated,"$1,339.99"
"HP 2022 Newest Pavilion Laptop, 15.6"" Full HD Touchscreen, AMD Ryzen 7 5825U 8-Core Processor, 32GB DDR4 RAM, 1TB PCIe NVMe SSD, Backlit Keyboard, Webcam, HDMI, Wi-Fi 6, Bluetooth, Windows 11 Home",HP,15.6 Inches,Ryzen 7,32 GB,Windows 11 Home,4.8,Pavilion,Silver,nan,nan,nan,nan,AMD Radeon Graphics,1 TB,Integrated,$849.00
"MSI Katana GF66 15.6"" 144Hz FHD Gaming Laptop: Intel Core i7-12650H RTX 3050 Ti 16GB 512GB NVMe SSD, Type-C USB 3.2 Gen 1, High-ResoluTion Audio, Cooler Boost 5, Win11 Home: Black 12UD-436",MSI,15.6 Inches,Core i7,16 GB,Windows 10,4.5,Katana GF66 12UD-436,Black,nan,nan,nan,nan,NVIDIA GeForce GTX 1650,512 GB,RTX 3050 Ti,$899.00
"Lenovo - 2021 - IdeaPad Gaming 3 - Laptop Computer - 15.6"" FHD Display -120Hz - AMD Ryzen 5 5600H - 8GB RAM - 256GB Storage - NVIDIA GeForce GTX 1650 - Windows 11 Home",Lenovo,15.6,Ryzen 5,8 GB,Windows 11,4.4,Lenovo IdeaPad Gaming 3,Shadow Black,nan,nan,nan,nan,NVIDIA GeForce GTX 1650,256 GB,Dedicated,$649.00
"MSI GS75 Stealth Gaming Laptop: 17.3"" 240Hz Display, Intel Core i7-10875H, NVIDIA GeForce RTX 2060, 16GB RAM, 512GB NVMe SSD, Win10 Pro, Black (10SE-620)",MSI,17.3 Inches,Core i7,16 GB,Windows 10 Pro,4.4,GS75 Stealth,"Gold, Black",nan,nan,nan,nan,NVIDIA GeForce RTX 2060,512 GB,Dedicated,nan
"Acer Nitro 5 AN515-55-53E5 Gaming Laptop | Intel Core i5-10300H | NVIDIA GeForce RTX 3050 GPU | 15.6"" FHD 144Hz IPS Display | 8GB DDR4 | 256GB NVMe SSD | Wi-Fi 6 | Backlit Keyboard",Acer,15.6 Inches,Core i5,8 GB,Windows 11 Home,4.5,Acer Nitro 5 AN515-55-53E5,Black,nan,nan,nan,nan,nan,256 GB,Dedicated,$745.00
"MSI Pulse GL66 Gaming Laptop: 15.6"" 144Hz FHD 1080p Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3070, 16GB, 512GB SSD, Win10, Black (11UGK-001)",MSI,15.6 Inches,Core i7,16 GB,Windows 10 Home,4.6,Pulse GL66 11UGK-001,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3070,512 GB,RTX 3070,"$1,199.00"
"LG gram (2022) 17Z90Q Ultra Lightweight Laptop, 17"" (2560 x 1600) IPS Display, Intel Evo 12th Gen i7 1260P Processor, 16GB LPDDR5, 1TB NVMe SSD, FHD Webcam, WiFi 6E, Thunderbolt 4, Windows 11, Black",LG,17,Core i7,16 GB,Windows 11 Home,4.2,17Z90Q-K.AAB8U1,Obsidian Black,nan,nan,nan,nan,nan,1 TB,Intel Iris Xe,"$1,379.99"
"GIGABYTE U4 UD - 14.0"" FHD - i7-1195G7 - Intel Iris Xe Graphics - 512 GB PCIe SSD - Laptop (U4 UD-70US823SH)",GIGABYTE,14,Intel Mobile CPU,16 GB,Windows 10 Home,4.2,U4 UD-70US823SH,Black,nan,nan,nan,nan,Intel Iris,512 GB,Integrated,nan
"HP Chromebook 11-inch Laptop - Up to 15 Hour Battery Life - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS™ - (11a-na0021nr, 2020 model, Snow White)",HP,11.6 Inches,MediaTek MT8183,4 GB,Chrome OS,4.4,Chromebook 11a,Snow White,nan,nan,nan,nan,nan,32 GB,Integrated,$159.99
"AERO 17 WA-7US1130SO 17.3"" Thin Bezel 144Hz FHD, i7-9750H, NVIDIA GeForce RTX 2060 GDDR6 6GB, Samsung 16GB DDR4 2666MHz RAM, PCIe 512GB SSD, Windows 10 Home+Office 365, RGB KB, Ultra Slim Laptop",GIGABYTE,17 Inches,Intel Core i7,16 GB,Windows,3.8,AERO 17,nan,nan,nan,nan,nan,NVIDIA GeForce RTX 2060,nan,Dedicated,"$1,949.33"
"Acer Swift 3 Intel Evo Thin & Light Laptop, 14"" Full HD, Intel Core i7-1165G7, Iris Xe Graphics, 8GB LPDDR4X, 256GB NVMe SSD, Wi-Fi 6, Fingerprint Reader, Back-lit KB, SF314-59-75QC",Acer,14 Inches,Core i7,8 GB,Windows 10 Home,4.4,Swift 3,Pure Silver,nan,nan,nan,nan,nan,256 GB,Integrated,$439.00
"HP Victus 15.6"" Gaming Laptop - AMD Ryzen 7 5800H - GeForce RTX 3050 Ti - 144Hz 1080p - Windows 11 w/HDMI (16GB RAM | 1TB PCIe SSD)",HP,15.6 Inches,Ryzen 7,16 GB,Windows 11 Home,,Victus 15,16GB RAM | 1TB PCIe SSD,nan,nan,nan,nan,NVIDIA GeForce RTX 3050,nan,Dedicated,"$1,069.00"
"MSI Creator M16 16"" Content Creation Laptop: Intel Core i7-12650H RTX 3060 32GB 1TB NVMe SSD, QHD+ 16:10 60Hz 100% DCI-P3, 180-Degree Lay-Flat, Cooler Boost Trinity+, Win 11 Home: Black A12UEV-468",MSI,16,Core i7,32 GB,Windows 11 Home,4.2,Creator M16 A12UEV-468,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3060,1 TB,RTX 3060,$870.00
"2022 Lenovo IdeaPad Gaming 3 Gaming Laptop, 15.6"" FHD IPS 120Hz, AMD 6-Core Ryzen 5 5600H (Beat i7-1255U), GeForce GTX 1650, 16GB RAM, 512GB PCIe SSD, USB-C, RJ45, Backlit KB, SPS HDMI Cable, Win 11",Lenovo,15.6 Inches,Ryzen 5,16 GB,Windows 11,4.7,nan,Shadow Black,nan,nan,nan,nan,NVIDIA GeForce GTX 1650,512 GB,Dedicated,nan
"GIGABYTE AORUS 5 KE4: 15.6"" Thin Bezel FHD 1920x1080 IPS-Level Display, Intel Core i7-12700H, NVIDIA GeForce RTX 3060 Laptop GPU 6GB GDDR6, 16GB DDR4 RAM, 1TB SSD, Win11 Home (AORUS 5 KE4-72US314SH)",GIGABYTE,15.6 Inches,Core i7,16 GB,Windows 11 Home,,AORUS 5 KE4-72US314SH,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3060,nan,Dedicated,nan
"GIGABYTE AORUS 15P YD - 15.6"" FHD IPS Anti-Glare 240Hz, Intel Core i7, NVIDIA GeForce RTX 3080 Laptop GPU 8GB GDDR6, 32GB Memory, 1TB SSD, Win10 Home, Gaming Laptop (AORUS 15P YD-73US244SH)",GIGABYTE,15.6 Inches,Intel Mobile CPU,32 GB,Windows 10 Home,3.5,AORUS 15P YD-73US244SH,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3080,1 TB,Dedicated,"$2,499.00"
"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home",Acer,14 Inches,AMD Ryzen 7,16 GB,Windows 10 Home,4.4,Swift X,Gold,nan,nan,nan,nan,nan,512 GB,Dedicated,$729.00
"HP ENVY x360 Convertible 15-inch Laptop, AMD Ryzen 7 5825U processor, AMD Radeon Graphics, 8 GB RAM, 512 GB SSD, Windows 11 Home (15-eu1026nr, Nightfall black aluminum)",HP,15 Inches,AMD Ryzen 7,8 GB,Windows 11 Home,4.5,ENVY x360 Convertible 15-eu1026nr,Nightfall black aluminum,nan,nan,nan,nan,nan,512 GB,Integrated,$758.00
"HP Newest 2022 15.6in FHD Business Laptop, AMD Ryzen 5 5500U 6 core CPU (Beat i7-1160G7, up to 4GHz), 16GB RAM, 512GB PCIe NVMe SSD, AMD Radeon Graphics, WiFi, Windows 11, Blue + Generic Accessories",HP,15.6 Inches,AMD R Series,8 GB,Windows 11,4.2,Laptop,Blue,nan,nan,nan,nan,AMD Radeon Graphics,512 GB,Integrated,$399.00
"HP Victus 15.6"" Gaming Laptop PC, NVIDIA GeForce RTX 3050 Ti, AMD Ryzen 7 5800H, Refined 1080p IPS Display, Compact Design, All-in-One Keyboard with Enlarged Touchpad, HD Webcam (15-fb0028nr, 2022)",HP,15.6 Inches,AMD Ryzen 7 5800H,16 GB,Windows 11 Home,4.5,Victus,Silver,nan,nan,nan,nan,NVIDIA GeForce RTX 3050,nan,Dedicated,$899.00
"ASUS ExpertBook P2451 Thin & Light Business Laptop, 14” FHD, Intel Core i3-10110U, 128GB SSD, 8GB RAM, Backlit Keyboard, Military-Grade, Fingerprint, Wi-Fi 6, TPM 2.0, Win10 Pro, P2451FA-XH33",ASUS,14 Inches,Intel Core i3,8 GB,Windows 10 Pro,4.0,ASUS ExpertBook Laptop,Star Black,nan,nan,nan,nan,Intel UHD Graphics,128 GB,Integrated,$649.99
"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD, Backlit Keyboard, Windows 10 in S Mode, A515-43-R19L, Silver",Acer,15.6 Inches,Ryzen 3 3200U,4 GB,Windows 10 Home,4.5,Aspire 5,Silver,nan,nan,nan,nan,nan,128 GB,Integrated,$299.00
"Dell Flagship G15 Ryzen Edition Gaming 15 Laptop 15.6"" FHD 120Hz Display AMD 6-Core Ryzen 5 5600H (Beats i7-10750H) 8GB RAM 256GB SSD GeForce RTX 3050 4GB Backlit USB-C WIFI6 Win10",Dell,15.6 Inches,AMD R Series,8 GB,Windows 10,4.5,Dell G15 Ryzen Edition Gaming Laptop 5600H,Silver,nan,nan,nan,nan,Dedicated NVIDIA GeForce RTX 3050 4GB,256 GB,Dedicated,nan
"Alienware X17 R2 VR Ready Gaming Laptop - 17.3-inch FHD 360Hz 1ms Display, Core i7-12700H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3070Ti 8GB GDDR6, Bluetooth, Wi-Fi 6, USB-C, Windows 11 Home - White",Alienware,17.3 Inches,Core i7 Family,16 GB,Windows 11 Home,4.5,Alienware x17 R2,Lunar Light,nan,nan,nan,nan,NVIDIA GeForce RTX 3070 Ti,1 TB,Integrated,"$3,399.00"
"Asus TUF 17.3"" 144Hz FHD (1920 x 1080) Gaming Laptop, Intel Tiger Lake Core i5-11260H (6 Cores,12 Threads), NVIDIA GeForce RTX 3050 Ti , Backlit Keyboard,Windows 10, (8GB RAM | 512GB PCIe SSD)",ASUS,17.3 Inches,Core i5,8 GB,Windows 10 Home,4.4,Antique,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3050 Ti,512 GB,Dedicated,$869.00
"2022 Lenovo IdeaPad Gaming 3 Gaming Laptop, 15.6"" FHD 120Hz, AMD 6-Core Ryzen 5 5600H (Beat i9-10980HK), GeForce RTX 3050Ti, 16GB RAM, 512GB SSD+1TB HDD, WiFi 6, Backlit, SPS HDMI 2.1 Cable, Win 11",Lenovo,15.6 Inches,Ryzen 5,16 GB,Windows 11,4.0,nan,Shadow Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3050 Ti,512 GB,Dedicated,nan
"Lenovo Flex 5i 13 Chromebook 2-in-1 Laptop, Intel Core i3-1115G4, 8GB RAM, 64GB Storage, Intel UHD Graphics, 13.3"" FHD Touchscreen Display, Chrome OS, Abyss Blue",Lenovo,13.3,Core i5,8 GB,Chrome OS,4.3,2021,Abyss Blue,nan,nan,nan,nan,Intel UHD Graphics,64 GB,Integrated,$325.00
"Microsoft Surface Laptop Go 2 - 12.4"" Touchscreen - Intel Core i5 8GB Memory - 128 SSD - Platinum (Latest Model)",Microsoft,12.45 Inches,Intel Core i5,8 GB,Windows 11 Home,4.5,Surface Laptop Go 2,Platinum,nan,nan,nan,nan,Intel HD Graphics 520,128 GB,Integrated,nan
"SAMSUNG Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 13.3"" AMOLED Screen 11th Gen Intel Core i5 Processor 8GB Memory 256GB SSD Long-Lasting Battery, Mystic Silver",SAMSUNG,13.3 Inches,Intel Core i5,8 GB,Windows 11 Home,4.5,Galaxy Book Pro,Silver,nan,nan,nan,nan,nan,256 GB,Integrated,$739.00
"Blackview Tablet Tab8, 10.1 inch Android Tablets with 4GB+64GB Octa Core Processor,1920x1200 IPS FHD Display, 13MP+5MP Dual Camera, GPS, FM, 5G WiFi Teblet Grey",Blackview,10.1 Inches,nan,nan,Android 10,4.2,Blackview Tab8,nan,nan,nan,nan,nan,nan,nan,nan,$89.99
"Lenovo IdeaPad Gaming 3 15 15.6"" Laptop, 15.6"" FHD (1920 x 1080) Display, AMD Ryzen 5 5600H Processor, GeForce RTX 3050, 8GB DDR4 RAM, 512GB NVME SSD, Windows 10 Home, Black, Mousepad Bundle",Lenovo,15.6 Inches,Ryzen 5 5600H,8 GB,Windows 10 Home,5.0,‎Ideapad Gaming 3 15 Laptop,‎Shadow Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3050,512 GB,Dedicated,$835.00
GIGABYTE Ultra Compact Mini PC/Intel UHD Graphics 600/ M.2 SSD/HDMI (2.0A)/ DP1.2A Component- GB-BLCE-4105,nan,nan,nan,nan,nan,4.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,$187.57
"ASUS PN41 Fanless MiniPC Barebone with Intel 11th gen Quad Core Celeron N5100, Support Dual 4K, WiFi, Bluetooth 5, VESA Mount",ASUS,nan,Celeron,16 GB,Windows 10,2.5,PN41-BBF5000AFC,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Windows 10 Laptop Computers, CHUWI GemiBook 13 inch Thin & Light Laptop 8G RAM 256GB SSD with Celeron J4125 Processor, 2160x1440 2K IPS Display Notebook, PD Fast Charge, Backlit Keyboard, Full Metal",CHUWI,13 Inches,Celeron,8 GB,Windows 10,4.1,GemiBook,GemiBook(2021),nan,nan,nan,nan,Intel UHD Graphics 600,256 GB,nan,$269.00
Acer Nitro 5 AN515 Gaming Laptop Intel i5 GeForce RTX 3050 15.6in FHD 8GB RAM 256GB SSD (Renewed),Acer,15.6 Inches,Intel Core i5,8 GB,Windows 10 Home,4.6,AN515-55-53E5,Obsidian Black,nan,nan,nan,nan,GeForce GTX 3050,256 GB,Integrated,nan
"Dell Gaming G15 5510, 15.6 Inch RTX 3060 Gaming Laptop Full HD - Intel Core i7-10870H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3060 6GB GDDR6, Windows 10 Home - Grey",Dell,15.6 Inches,Core i7,16 GB,Windows 10 Home,4.3,Dell G15 5510,Grey,nan,nan,nan,nan,NVIDIA GeForce RTX 3060,512 GB,NVIDIA GeForce RTX3060,"$1,458.99"
"SAMSUNG Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i5 Processor 8GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",SAMSUNG,15.6 Inches,Intel Core i5,8 GB,Windows 11 Home,4.4,Galaxy Book Pro,Blue,nan,nan,nan,nan,nan,512 GB,Integrated,$649.66
"Dell XPS 13 9310 Touchscreen Laptop 13.4-inch UHD+ Thin and Light, Intel Core i7-1195G7, 16GB LPDDR4x RAM, 512G SSD, Intel Iris Xe Graphics, Windows 11 Home, 1-Year Preminum Support - Platinum Silver",Dell,13.4 Inches,Core i7 Family,16 GB,Windows 11 Home,4.4,XPS 13 9310,Platinum Silver,nan,nan,nan,nan,nan,512 GB,Iris Xe Graphics,nan
"Acer TravelMate B1 B118-M TMB118-M-C8J5 11.6"" Notebook - 1366 X 768 - Celeron N4100-4 GB RAM - 128 GB SSD - Windows 10 Pro Education 64-bit - Intel UHD Graphics 600 - Comfyview - English Keyboa",Acer,11.6 Inches,8032,4 GB,Windows 10 Pro,,Acer TravelMate,nan,"720p, 4K",nan,nan,nan,Intel UHD Graphics 600,nan,Integrated,$374.82
"HP Pavilion x360 14” Touchscreen Laptop, 11th Gen Intel Core i5-1135G7, 8 GB RAM, 256 GB SSD Storage, Full HD IPS Display, Windows 10 Home OS, Long Battery Life, Work & Streaming (14-dw1024nr, 2021)",HP,14 Inches,Core i5,8 GB,Windows 10 Home,4.5,Pavilion x360,Natural Silver,nan,nan,nan,nan,Intel Iris Xe Graphics,256 GB,Integrated,$583.93
"Acer Swift 3 Thin & Light Laptop | 14"" Full HD IPS 100% sRGB Display | AMD Ryzen 7 5700U Octa-Core Processor | 8GB LPDDR4X | 512GB NVMe SSD | WiFi 6 | Backlit KB | FPR | Amazon Alexa | SF314-43-R2YY",Acer,14 Inches,AMD Ryzen 7,8 GB,Windows 10 Home,4.5,SF314-43-R2YY,Silver,nan,nan,nan,nan,nan,64 GB,Integrated,$436.99
"MSI GF75 Thin Gaming Laptop, 17.3"" FHD 144Hz IPS Screen,Intel Core i5-10300H Processor Up to 4.50 GHz, NVIDIA GTX 1650Ti Graphics, 8GB RAM,512GB PCIe SSD, Win10 Home+2weeks SkyCare Support",MSI,17.3 Inches,Corei5-10300H,8 GB,Windows 10 Home,4.4,GF75,Black,nan,nan,nan,nan,NVIDIA GeForce GTX 1650 Ti,512 GB,Dedicated,nan
"Lenovo IdeaPad 3 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5500U, 8GB RAM, 512GB Storage, AMD Radeon 7 Graphics, Windows 11 Home, Abyss Blue",Lenovo,15.6 Inches,AMD Ryzen 5 5500U,8 GB,Windows 11,4.6,2021,Abyss Blue,nan,nan,nan,nan,nan,512 GB,Integrated,$561.96
"HP 14 Laptop, AMD Ryzen 5 5500U, 8 GB RAM, 256 GB SSD Storage, 14-inch Full HD Display, Windows 10 Home, Thin & Portable, Micro-edge & Anti-glare Screen, Long Battery Life (14-fq1021nr, 2021)",HP,14 Inches,Ryzen 5,8 GB,Windows 10 Home,4.5,14-fq1021nr,Natural Silver,nan,nan,nan,nan,AMD Radeon,256 GB,Integrated,$359.12
"MSI GE76 Raider Gaming Laptop Intel Core i7-11800H, GeForce RTX 3060, 17.3"" FHD 144HZ, 32GB RAM2TB NVMe SSD, Wi-Fi6, Windows 10",MSI,17.3 Inches,Core I7 11800H,32 GB,Windows 10 Home,4.5,MSI GE76,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3060,2 TB,Dedicated,"$1,779.99"
"Sceptre 30-inch Curved Gaming Monitor 21:9 2560x1080 Ultra Wide/ Slim HDMI DisplayPort up to 200Hz Build-in Speakers, Metal Black (C305B-200UN1)",Sceptre,30 Inches,nan,nan,nan,4.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,$238.20
"SAMSUNG Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 13.3"" AMOLED Screen 11th Gen Intel Core i5 Processor 8GB Memory 256GB SSD Long-Lasting Battery, Mystic Blue",SAMSUNG,13.3 Inches,Intel Core i5,8 GB,Windows 11 Home,4.5,Galaxy Book Pro,Blue,nan,nan,nan,nan,nan,256 GB,Integrated,$629.99
"SAMSUNG Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",SAMSUNG,15.6 Inches,Intel Core i7-1165G7,16 GB,Windows 11 Home,4.4,Galaxy Book Pro,Blue,nan,nan,nan,nan,Intel HD Graphics 520,512 GB,Integrated,$679.00
"Alienware M15 R6 VR Ready Gaming Laptop - 15.6 inch QHD Display, 240Hz Refresh Rate, Intel Core i7-11800H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3070 8GB GDDR6, Windows 11- Black",Alienware,15.6 Inches,Core i7 Family,16 GB,Windows 11,4.2,Alienware m15 R6,Black,nan,nan,nan,nan,NVIDIA® GeForce RTX™ 3070 8 GDDR6,512 GB,RTX 3070,nan
"HP 15.6 Inch Full HD Touchscreen Laptop AMD 8-Core Ryzen 7 5700U (Beat i7-10710U), 16GB DDR4 Ram 512GB SSD WiFi 6 Windows 10 Silver",HP,15.6 Inches,AMD Ryzen 7 5700U,16 GB,Windows 10 Home,4.1,Dell Precision,Silver,1080p,nan,nan,nan,nan,nan,nan,$665.99
"MSI Creator Z16 Professional Laptop: 16"" QHD+ 16:10 120Hz Touch Display, Intel Core i7 11800H, NVIDIA GeForce RTX 3060, 32GB RAM, 1TB NVME SSD, Thunderbolt 4, Win10 PRO, Lunar Gray (A11UET-013)",MSI,16 Inches,Core i7 Family,32 GB,Windows 10 Pro,4.0,Creator Z16 A11UET-013,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3060,1 TB,Dedicated,"$2,275.00"
"Lenovo Chromebook Flex 3 11"" Laptop, 11.6-Inch HD IPS Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",Lenovo,11.6,Mediatek Mt8173C,4 GB,Chrome OS,4.5,Ideapad Flex 3 Chromebook,Blizzard White,nan,nan,nan,nan,PowerVR GX6250,64 GB,Integrated,$149.00
"GIGABYTE AORUS 17 WA-7US1130SH 17"" Thin Bezel 144Hz FHD IPS LCD, i7-9750H, RTX 2060 GDDR6 6GB, 16GB DDR4 RAM, M.2 PCIe 512GB SSD, Windows 10 Home, Extreme Gaming Laptop",GIGABYTE,17 Inches,Intel Core i7,16 GB,Windows,4.4,AORUS 17 WA-7US1130SH,nan,1080p,nan,nan,nan,NVIDIA GeForce,nan,Dedicated,nan
"GIGABYTE AERO 17 HDR SA-7US4020SH 17.3"" Thin Bezel UHD HDR, i7-9750H, NVIDIA GeForce GTX 1660 Ti, Samsung GDDR6 6GB 8GB DDR4 2666MHz RAM, 256GB Intel 760P SSD, Win10 Home, RGB KB, Ultra Slim Laptop",GIGABYTE,17 Inches,Intel Core i7,6 GB,Window,4.0,AERO 17 HDR SA-7US4020SH,nan,nan,nan,nan,nan,NVIDIA GeForce GTX 1660Ti,nan,Dedicated,"$1,999.00"
"Acer Predator Triton 500 SE Gaming/Creator Laptop | 12th Gen Intel i9-12900H | GeForce RTX 3080 Ti | 16"" WQXGA 240Hz G-SYNC Display | 32GB LPDDR5 | 1TB Gen 4x4 SSD | Killer Wi-Fi 6E | PT516-52s-99EL",Acer,16 Inches,Core i9,32 GB,Windows 11 Home,4.5,PT516-52s-99EL,Gray,nan,nan,nan,nan,nan,nan,Dedicated,nan
"HP Victus 15 Gaming Laptop, NVIDIA GeForce RTX 3050, 12th Gen Intel Core i5-12500H, 8 GB RAM, 512 GB SSD, Full HD Display, Windows 11 Home, Backlit Keyboard, Enhanced Thermals (15-fa0025nr, 2022)",HP,15.6 Inches,Core i5,8 GB,Windows 11 Home,4.4,Victus,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3050,nan,Integrated,$719.00
"Acer Aspire Vero AV15-51-7617 Green PC | 15.6"" FHD IPS 100% sRGB-Display | 11th Gen Intel Core i7-1195G7 | Intel Iris Xe Graphics | 16GB DDR4 | 512GB NVMe SSD | Wi-Fi 6 | PCR Materials | Vero-Sleeve",Acer,15.6 Inches,Intel Core i7,16 GB,Windows 11 Home,4.5,Aspire Vero,Gray,nan,nan,nan,nan,nan,nan,Integrated,$589.00
"Lenovo - 2022 - IdeaPad 3i - Essential Laptop Computer - Intel Core i5 12th Gen - 15.6"" FHD Display - 8GB Memory - 512GB Storage - Windows 11 Pro",Lenovo,15.6,Core i5,8 GB,Windows 11 Pro,4.5,Ideapad 3i,Arctic Grey,nan,nan,nan,nan,Intel Iris,512 GB,Integrated,$529.99
"GIGABYTE AERO 16 XE5: 16"" 4K/UHD+ Samsung AMOLED, Intel Core i7-12700H, NVIDIA GeForce RTX 3070 Ti Laptop GPU 8GB GDDR6, 16GB DDR5 RAM, 1TB SSD, Win11 Home (AERO 16 XE5-73US934HH)",GIGABYTE,16 Inches,Core i7,16 GB,Windows 11 Home,3.5,AERO 16 XE5,nan,nan,nan,nan,nan,NVIDIA GeForce RTX 3070,nan,Dedicated,nan
"ASUS Laptop L210 11.6” ultra thin, Intel Celeron N4020 Processor, 4GB RAM, 64GB eMMC storage, Windows 10 Home in S mode with One Year of Office 365 Personal, L210MA-DB01",ASUS,11.6 Inches,Celeron N4020,4 GB,Windows 10 S,4.3,ASUS L210,Black,nan,nan,nan,nan,Intel UHD Graphics 600,64 GB,Integrated,$140.00
"MSI Modern 14 Ultra Thin and Light Professional Laptop: 14"" FHD 1080p, Intel Core i5-10210U, UMA, 8GB, 512GB SSD, Win10, Carbon Gray (A10M-1052)",MSI,14 Inches,Core i5 Family,8 GB,Win 10 PRO Free upgrade to Win 11,5.0,Modern 14 A10M-1052,Carbon Gray,nan,nan,nan,nan,Intel UHD Graphics 620,512 GB,Integrated,$592.77
"GIGABYTE G5 KC - 15.6"" FHD IPS Anti-Glare 144Hz - Intel Core i5-10500H - NVIDIA GeForce RTX 3060 Laptop GPU 8 GB GDDR6 - 16 GB Memory - 512 GB PCIe SSD-Windows 10 Home - Gaming Laptop(G5 KC-5US1130SH)",GIGABYTE,15.6,Intel Mobile CPU,16 GB,Windows 10 Home,4.4,G5 KC-5US1130SH,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3060,512 GB,Dedicated,nan
"GIGABYTE AORUS 15G (WB) Performance Gaming Laptop 15.6-inch FHD 240Hz IPS, GeForce RTX 2070 Max-Q, 10th Gen Intel i7-10750H, w/ Mechanical Keys, 16GB DDR4, 512GB NVMe SSD (AORUS 15G WB-7US2130MH)",GIGABYTE,15.6 Inches,Core i7,16 GB,Windows 10 Home,4.1,AORUS 15G WB-7US2130MH,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 2070 Max-Q,nan,Dedicated,"$1,499.00"
"MSI Stealth 17 Studio 17.3"" QHD 240Hz Gaming Laptop: Intel Core i9-13900H, RTX 4080, 32GB DDR5, 1TB NVMe SSD, Thunderbolt 4, USB-Type C, Cooler Boost Trinity+, Win11 Home: Core Black A13VH-053US",MSI,17.3 Inches,Core i9,32 GB,Windows 11 Home,,Stealth 17Studio A13VH-053US,Core Black,nan,nan,nan,nan,NVIDIA GeForce RTX 4080,nan,Dedicated,"$2,799.00"
"GIGABYTE AERO 5 XE4 - 16"" 4K/UHD Samsung AMOLED, Intel Core i7-12700H, NVIDIA GeForce RTX 3070 Ti GPU 8GB GDDR6, 16GB DDR4 RAM, 1TB SSD, Win11 Home Laptop (AERO 5 XE4-73US614SH)",GIGABYTE,15.6,Core i7,16 GB,Windows 11 Home,4.1,AERO 5 XE4-73US614SH,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3070,nan,Dedicated,"$1,727.10"
